order_id,order_date,customer_id,product,quantity,unit_price,city,state
A2115,1/3/2025,C1282,Protein Bar,1,2.5,Arlington,TX
A2116,1/20/2025,C992,Chana Dal,6,4.4,Frisco,TX
A2117,4/1/2025,C297,Cashews,2,7,Frisco,TX
A2118,2/27/2025,C1443,Oats,10,3,Frisco,TX
A2119,1/21/2025,C268,Protein Bar,10,2.5,Fort Worth,TX
A2120,1/5/2025,C1125,Soya Chunks,2,2.9,Houston,TX
A2121,3/10/2025,C390,Broccoli,5,1.8,Corpus Christi,TX
A2122,1/25/2025,C033,Green Tea,10,4,Plano,TX
A2123,1/20/2025,C757,Chia Seeds,10,8.5,Fort Worth,TX
A2124,2/1/2025,C503,Quinoa,9,6.25,Corpus Christi,TX
A2125,3/27/2025,C1495,Oats,2,3,El Paso,TX
A2126,3/3/2025,C042,Chia Seeds,5,8.5,Arlington,TX
A2127,2/1/2025,C1136,Chia Seeds,4,8.5,Plano,TX
A2128,2/16/2025,C1093,Broccoli,6,1.8,San Antonio,TX
A2129,2/20/2025,C010,Cashews,3,7,San Antonio,TX
A2130,2/18/2025,C1294,Quinoa,4,6.25,Austin,TX
A2131,3/8/2025,C228,Almonds,1,5.75,San Antonio,TX
A2132,3/14/2025,C1462,Oats,7,3,Frisco,TX
A2133,3/3/2025,C1099,Oats,1,3,Corpus Christi,TX
A2134,2/27/2025,C1230,Oats,2,3,Houston,TX
A2135,3/10/2025,C137,Green Tea,6,4,San Antonio,TX
A2136,1/30/2025,C659,Cashews,5,7,Dallas,TX
A2137,3/27/2025,C822,Green Tea,7,4,Fort Worth,TX
A2138,1/13/2025,C1355,Protein Bar,7,2.5,Frisco,TX
A2139,2/6/2025,C1286,Almonds,2,5.75,El Paso,TX
A2140,3/27/2025,C260,Chana Dal,10,4.4,El Paso,TX
A2141,3/30/2025,C393,Soya Chunks,3,2.9,Frisco,TX
A2142,2/20/2025,C324,Soya Chunks,2,2.9,Austin,TX
A2143,3/12/2025,C731,Quinoa,9,6.25,Plano,TX
A2144,2/3/2025,C1259,Protein Bar,3,2.5,Corpus Christi,TX
A2145,1/17/2025,C554,Chia Seeds,5,8.5,Austin,TX
A2146,1/31/2025,C517,Chia Seeds,7,8.5,Arlington,TX
A2147,3/19/2025,C1253,Oats,4,3,Frisco,TX
A2148,1/17/2025,C032,Cashews,2,7,Plano,TX
A2149,3/20/2025,C581,Broccoli,5,1.8,Plano,TX
A2150,1/11/2025,C793,Cashews,4,7,Corpus Christi,TX
A2151,3/5/2025,C083,Oats,7,3,El Paso,TX
A2152,2/25/2025,C131,Green Tea,2,4,Houston,TX
A2153,1/7/2025,C512,Chia Seeds,2,8.5,San Antonio,TX
A2154,1/3/2025,C826,Cashews,8,7,El Paso,TX
A2155,2/9/2025,C278,Soya Chunks,2,2.9,Houston,TX
A2156,2/12/2025,C935,Broccoli,10,1.8,Arlington,TX
A2157,3/18/2025,C1248,Cashews,7,7,Austin,TX
A2158,2/14/2025,C353,Chia Seeds,5,8.5,Dallas,TX
A2159,2/10/2025,C1122,Chia Seeds,10,8.5,Arlington,TX
A2160,2/9/2025,C138,Cashews,2,7,Plano,TX
A2161,4/1/2025,C099,Chia Seeds,2,8.5,San Antonio,TX
A2162,1/31/2025,C020,Oats,10,3,Frisco,TX
A2163,2/17/2025,C1107,Broccoli,4,1.8,Frisco,TX
A2164,1/18/2025,C1237,Soya Chunks,6,2.9,Frisco,TX
A2165,1/17/2025,C579,Chana Dal,4,4.4,Plano,TX
A2166,3/2/2025,C1307,Protein Bar,10,2.5,Corpus Christi,TX
A2167,2/10/2025,C453,Chana Dal,2,4.4,El Paso,TX
A2168,1/21/2025,C035,Oats,2,3,Corpus Christi,TX
A2169,3/24/2025,C143,Almonds,3,5.75,Fort Worth,TX
A2170,2/4/2025,C1201,Oats,9,3,Houston,TX
A2171,2/19/2025,C261,Soya Chunks,8,2.9,Frisco,TX
A2172,3/21/2025,C552,Cashews,3,7,Fort Worth,TX
A2173,2/6/2025,C1369,Quinoa,10,6.25,Plano,TX
A2174,1/21/2025,C279,Oats,4,3,Fort Worth,TX
A2175,2/27/2025,C915,Quinoa,1,6.25,Houston,TX
A2176,1/4/2025,C1071,Chana Dal,4,4.4,Dallas,TX
A2177,1/5/2025,C1276,Almonds,3,5.75,Austin,TX
A2178,1/30/2025,C567,Protein Bar,7,2.5,Frisco,TX
A2179,1/10/2025,C725,Chana Dal,9,4.4,Austin,TX
A2180,3/29/2025,C1251,Green Tea,9,4,Arlington,TX
A2181,2/26/2025,C1405,Green Tea,6,4,Arlington,TX
A2182,1/4/2025,C395,Chia Seeds,7,8.5,Plano,TX
A2183,3/30/2025,C410,Quinoa,5,6.25,Fort Worth,TX
A2184,3/10/2025,C1099,Green Tea,1,4,Frisco,TX
A2185,3/7/2025,C1471,Chia Seeds,2,8.5,Dallas,TX
A2186,1/27/2025,C657,Soya Chunks,9,2.9,Corpus Christi,TX
A2187,2/17/2025,C849,Chia Seeds,5,8.5,Frisco,TX
A2188,3/18/2025,C122,Chana Dal,7,4.4,Austin,TX
A2189,2/17/2025,C1049,Soya Chunks,9,2.9,Corpus Christi,TX
A2190,1/10/2025,C798,Green Tea,5,4,Dallas,TX
A2191,2/8/2025,C1175,Oats,5,3,Houston,TX
A2192,1/1/2025,C100,Soya Chunks,7,2.9,Dallas,TX
A2193,1/10/2025,C098,Oats,4,3,Houston,TX
A2194,2/21/2025,C235,Chana Dal,5,4.4,Houston,TX
A2195,1/16/2025,C1371,Green Tea,2,4,Frisco,TX
A2196,3/26/2025,C784,Soya Chunks,2,2.9,Fort Worth,TX
A2197,2/6/2025,C1110,Oats,7,3,Arlington,TX
A2198,1/20/2025,C1166,Cashews,10,7,Dallas,TX
A2199,3/1/2025,C324,Cashews,2,7,San Antonio,TX
A2200,2/13/2025,C1254,Cashews,5,7,El Paso,TX
A2201,3/12/2025,C179,Almonds,8,5.75,Frisco,TX
A2202,2/15/2025,C257,Chia Seeds,2,8.5,Frisco,TX
A2203,1/15/2025,C297,Broccoli,6,1.8,El Paso,TX
A2204,2/6/2025,C308,Green Tea,7,4,Houston,TX
A2205,3/14/2025,C1160,Protein Bar,8,2.5,El Paso,TX
A2206,1/14/2025,C1145,Chia Seeds,4,8.5,Austin,TX
A2207,2/17/2025,C1288,Soya Chunks,10,2.9,El Paso,TX
A2208,1/19/2025,C434,Protein Bar,2,2.5,El Paso,TX
A2209,2/2/2025,C360,Quinoa,4,6.25,Corpus Christi,TX
A2210,3/22/2025,C431,Cashews,1,7,Austin,TX
A2211,3/19/2025,C898,Quinoa,9,6.25,Austin,TX
A2212,3/4/2025,C028,Chia Seeds,7,8.5,San Antonio,TX
A2213,2/8/2025,C238,Quinoa,6,6.25,Arlington,TX
A2214,3/31/2025,C1107,Chia Seeds,2,8.5,San Antonio,TX
A2215,1/19/2025,C315,Oats,1,3,Arlington,TX
A2216,2/17/2025,C1270,Chia Seeds,8,8.5,El Paso,TX
A2217,1/22/2025,C717,Green Tea,9,4,Frisco,TX
A2218,1/10/2025,C026,Cashews,7,7,Plano,TX
A2219,3/24/2025,C843,Chia Seeds,3,8.5,El Paso,TX
A2220,2/7/2025,C468,Oats,9,3,El Paso,TX
A2221,3/22/2025,C168,Almonds,4,5.75,El Paso,TX
A2222,1/6/2025,C1448,Broccoli,7,1.8,Arlington,TX
A2223,1/5/2025,C999,Chia Seeds,4,8.5,San Antonio,TX
A2224,4/1/2025,C836,Chana Dal,3,4.4,Dallas,TX
A2225,2/21/2025,C1492,Broccoli,10,1.8,Arlington,TX
A2226,2/2/2025,C362,Oats,2,3,Frisco,TX
A2227,3/11/2025,C881,Broccoli,9,1.8,Dallas,TX
A2228,2/12/2025,C418,Soya Chunks,5,2.9,San Antonio,TX
A2229,3/1/2025,C146,Broccoli,3,1.8,Austin,TX
A2230,3/29/2025,C093,Oats,10,3,Houston,TX
A2231,1/14/2025,C1120,Soya Chunks,10,2.9,Plano,TX
A2232,3/13/2025,C046,Quinoa,1,6.25,Fort Worth,TX
A2233,1/28/2025,C1293,Chana Dal,5,4.4,Frisco,TX
A2234,1/2/2025,C683,Almonds,7,5.75,Plano,TX
A2235,3/3/2025,C1001,Broccoli,8,1.8,Dallas,TX
A2236,3/22/2025,C809,Almonds,5,5.75,Arlington,TX
A2237,2/2/2025,C821,Broccoli,6,1.8,Arlington,TX
A2238,3/3/2025,C581,Almonds,9,5.75,Arlington,TX
A2239,3/24/2025,C571,Broccoli,1,1.8,Dallas,TX
A2240,3/15/2025,C142,Protein Bar,8,2.5,San Antonio,TX
A2241,3/15/2025,C098,Chana Dal,8,4.4,Plano,TX
A2242,3/25/2025,C1188,Protein Bar,1,2.5,Arlington,TX
A2243,1/1/2025,C1478,Almonds,4,5.75,Houston,TX
A2244,2/18/2025,C519,Soya Chunks,6,2.9,Plano,TX
A2245,2/1/2025,C738,Cashews,8,7,Plano,TX
A2246,2/8/2025,C1417,Chana Dal,7,4.4,El Paso,TX
A2247,3/18/2025,C067,Soya Chunks,7,2.9,Houston,TX
A2248,1/11/2025,C1208,Protein Bar,1,2.5,Plano,TX
A2249,1/14/2025,C162,Green Tea,8,4,Frisco,TX
A2250,2/25/2025,C1111,Green Tea,2,4,Austin,TX
A2251,2/9/2025,C1421,Protein Bar,6,2.5,El Paso,TX
A2252,2/21/2025,C633,Chia Seeds,1,8.5,Corpus Christi,TX
A2253,3/23/2025,C668,Quinoa,10,6.25,Plano,TX
A2254,2/2/2025,C846,Cashews,1,7,El Paso,TX
A2255,2/3/2025,C1393,Protein Bar,3,2.5,San Antonio,TX
A2256,3/26/2025,C207,Broccoli,8,1.8,Fort Worth,TX
A2257,1/5/2025,C153,Protein Bar,3,2.5,Dallas,TX
A2258,2/25/2025,C901,Protein Bar,4,2.5,Houston,TX
A2259,3/7/2025,C055,Soya Chunks,3,2.9,Corpus Christi,TX
A2260,3/21/2025,C276,Soya Chunks,8,2.9,Corpus Christi,TX
A2261,2/16/2025,C1375,Quinoa,5,6.25,El Paso,TX
A2262,2/8/2025,C865,Chana Dal,9,4.4,Arlington,TX
A2263,1/1/2025,C924,Cashews,9,7,El Paso,TX
A2264,3/25/2025,C940,Almonds,9,5.75,Frisco,TX
A2265,1/10/2025,C507,Chana Dal,8,4.4,Arlington,TX
A2266,4/1/2025,C1318,Chia Seeds,1,8.5,Austin,TX
A2267,1/31/2025,C852,Almonds,7,5.75,Houston,TX
A2268,1/23/2025,C550,Protein Bar,10,2.5,Arlington,TX
A2269,2/7/2025,C187,Chana Dal,7,4.4,Fort Worth,TX
A2270,3/5/2025,C580,Almonds,8,5.75,El Paso,TX
A2271,1/1/2025,C600,Chana Dal,5,4.4,Austin,TX
A2272,3/19/2025,C1180,Broccoli,10,1.8,Fort Worth,TX
A2273,2/23/2025,C896,Oats,4,3,Arlington,TX
A2274,3/18/2025,C649,Green Tea,10,4,Frisco,TX
A2275,1/9/2025,C605,Green Tea,3,4,El Paso,TX
A2276,2/24/2025,C185,Soya Chunks,2,2.9,Fort Worth,TX
A2277,1/29/2025,C1490,Oats,1,3,El Paso,TX
A2278,3/5/2025,C894,Chana Dal,10,4.4,Dallas,TX
A2279,1/31/2025,C077,Protein Bar,7,2.5,Arlington,TX
A2280,1/3/2025,C742,Chia Seeds,7,8.5,Plano,TX
A2281,1/9/2025,C934,Oats,1,3,Fort Worth,TX
A2282,3/19/2025,C127,Quinoa,1,6.25,San Antonio,TX
A2283,2/13/2025,C249,Quinoa,6,6.25,Dallas,TX
A2284,2/5/2025,C831,Chana Dal,8,4.4,El Paso,TX
A2285,1/30/2025,C1330,Broccoli,10,1.8,San Antonio,TX
A2286,3/29/2025,C083,Chana Dal,9,4.4,Dallas,TX
A2287,1/30/2025,C944,Chana Dal,9,4.4,Houston,TX
A2288,3/10/2025,C1438,Green Tea,2,4,Corpus Christi,TX
A2289,3/25/2025,C1316,Chana Dal,6,4.4,Fort Worth,TX
A2290,1/11/2025,C1029,Almonds,9,5.75,Austin,TX
A2291,1/31/2025,C1279,Quinoa,8,6.25,Corpus Christi,TX
A2292,1/28/2025,C273,Protein Bar,2,2.5,San Antonio,TX
A2293,3/25/2025,C1312,Protein Bar,6,2.5,San Antonio,TX
A2294,3/17/2025,C066,Almonds,10,5.75,San Antonio,TX
A2295,1/20/2025,C537,Chia Seeds,3,8.5,Arlington,TX
A2296,2/1/2025,C117,Almonds,3,5.75,Dallas,TX
A2297,2/10/2025,C790,Protein Bar,6,2.5,Austin,TX
A2298,1/9/2025,C678,Quinoa,4,6.25,El Paso,TX
A2299,2/7/2025,C138,Protein Bar,4,2.5,Fort Worth,TX
A2300,3/27/2025,C899,Protein Bar,3,2.5,San Antonio,TX
A2301,2/11/2025,C692,Chia Seeds,1,8.5,El Paso,TX
A2302,1/25/2025,C776,Almonds,2,5.75,Fort Worth,TX
A2303,2/24/2025,C1379,Quinoa,2,6.25,Frisco,TX
A2304,3/1/2025,C1473,Broccoli,2,1.8,El Paso,TX
A2305,1/24/2025,C375,Soya Chunks,5,2.9,Corpus Christi,TX
A2306,1/1/2025,C486,Almonds,9,5.75,San Antonio,TX
A2307,2/11/2025,C691,Protein Bar,7,2.5,Fort Worth,TX
A2308,2/19/2025,C241,Broccoli,9,1.8,Fort Worth,TX
A2309,1/26/2025,C337,Protein Bar,1,2.5,Plano,TX
A2310,3/21/2025,C007,Green Tea,8,4,Dallas,TX
A2311,3/15/2025,C976,Soya Chunks,6,2.9,Fort Worth,TX
A2312,1/23/2025,C889,Protein Bar,10,2.5,Corpus Christi,TX
A2313,1/4/2025,C1144,Almonds,5,5.75,Corpus Christi,TX
A2314,2/7/2025,C079,Chia Seeds,6,8.5,San Antonio,TX
A2315,1/20/2025,C1217,Green Tea,5,4,Arlington,TX
A2316,1/9/2025,C774,Broccoli,6,1.8,Plano,TX
A2317,1/30/2025,C218,Broccoli,3,1.8,Austin,TX
A2318,2/4/2025,C726,Quinoa,1,6.25,Austin,TX
A2319,3/21/2025,C801,Broccoli,3,1.8,Houston,TX
A2320,3/20/2025,C1321,Soya Chunks,9,2.9,El Paso,TX
A2321,3/14/2025,C1133,Green Tea,3,4,Fort Worth,TX
A2322,1/22/2025,C1465,Quinoa,2,6.25,Frisco,TX
A2323,3/14/2025,C015,Chia Seeds,5,8.5,Plano,TX
A2324,2/20/2025,C214,Protein Bar,6,2.5,Austin,TX
A2325,1/1/2025,C579,Quinoa,8,6.25,Frisco,TX
A2326,1/21/2025,C1406,Oats,9,3,Houston,TX
A2327,2/8/2025,C1289,Quinoa,9,6.25,Austin,TX
A2328,3/23/2025,C1124,Chia Seeds,10,8.5,San Antonio,TX
A2329,3/6/2025,C1369,Almonds,10,5.75,El Paso,TX
A2330,1/12/2025,C356,Broccoli,6,1.8,Arlington,TX
A2331,2/22/2025,C824,Broccoli,1,1.8,Dallas,TX
A2332,2/21/2025,C1291,Broccoli,10,1.8,Arlington,TX
A2333,3/5/2025,C1433,Green Tea,6,4,Fort Worth,TX
A2334,3/15/2025,C1440,Green Tea,3,4,Plano,TX
A2335,3/16/2025,C1092,Chana Dal,10,4.4,San Antonio,TX
A2336,3/16/2025,C398,Oats,6,3,San Antonio,TX
A2337,2/1/2025,C256,Broccoli,3,1.8,El Paso,TX
A2338,2/26/2025,C519,Chia Seeds,3,8.5,Arlington,TX
A2339,1/31/2025,C1457,Chana Dal,7,4.4,San Antonio,TX
A2340,1/16/2025,C1234,Chia Seeds,4,8.5,San Antonio,TX
A2341,3/8/2025,C853,Oats,8,3,Plano,TX
A2342,2/28/2025,C409,Oats,4,3,Plano,TX
A2343,3/16/2025,C033,Quinoa,2,6.25,Arlington,TX
A2344,1/23/2025,C446,Oats,1,3,Fort Worth,TX
A2345,1/15/2025,C529,Green Tea,8,4,Dallas,TX
A2346,3/12/2025,C999,Green Tea,1,4,Houston,TX
A2347,1/27/2025,C710,Quinoa,8,6.25,Fort Worth,TX
A2348,1/11/2025,C764,Almonds,10,5.75,El Paso,TX
A2349,3/17/2025,C772,Chana Dal,3,4.4,Corpus Christi,TX
A2350,3/26/2025,C455,Soya Chunks,7,2.9,Austin,TX
A2351,1/24/2025,C079,Chia Seeds,6,8.5,Plano,TX
A2352,3/6/2025,C849,Broccoli,4,1.8,Austin,TX
A2353,3/1/2025,C1112,Quinoa,6,6.25,Houston,TX
A2354,1/22/2025,C255,Cashews,1,7,Corpus Christi,TX
A2355,3/1/2025,C1428,Soya Chunks,10,2.9,El Paso,TX
A2356,3/2/2025,C652,Almonds,3,5.75,El Paso,TX
A2357,1/8/2025,C278,Protein Bar,10,2.5,Houston,TX
A2358,3/7/2025,C658,Almonds,7,5.75,El Paso,TX
A2359,2/25/2025,C774,Almonds,1,5.75,San Antonio,TX
A2360,3/7/2025,C189,Soya Chunks,3,2.9,Frisco,TX
A2361,1/23/2025,C1286,Cashews,9,7,Plano,TX
A2362,1/2/2025,C830,Oats,2,3,Fort Worth,TX
A2363,1/15/2025,C390,Chana Dal,3,4.4,El Paso,TX
A2364,2/24/2025,C1048,Quinoa,2,6.25,Houston,TX
A2365,3/2/2025,C1048,Chana Dal,3,4.4,Dallas,TX
A2366,3/6/2025,C1329,Broccoli,6,1.8,Plano,TX
A2367,3/29/2025,C1317,Chia Seeds,2,8.5,Arlington,TX
A2368,3/29/2025,C995,Chia Seeds,10,8.5,El Paso,TX
A2369,3/8/2025,C913,Almonds,8,5.75,Plano,TX
A2370,3/15/2025,C928,Green Tea,5,4,El Paso,TX
A2371,1/5/2025,C1077,Quinoa,2,6.25,San Antonio,TX
A2372,2/14/2025,C1430,Chana Dal,8,4.4,Houston,TX
A2373,3/11/2025,C1001,Oats,4,3,Corpus Christi,TX
A2374,3/26/2025,C565,Almonds,9,5.75,Plano,TX
A2375,3/26/2025,C973,Almonds,9,5.75,Arlington,TX
A2376,3/11/2025,C520,Broccoli,9,1.8,Houston,TX
A2377,3/22/2025,C016,Cashews,5,7,El Paso,TX
A2378,3/20/2025,C984,Quinoa,4,6.25,Frisco,TX
A2379,3/11/2025,C660,Chana Dal,3,4.4,Corpus Christi,TX
A2380,3/19/2025,C1036,Broccoli,5,1.8,Arlington,TX
A2381,1/28/2025,C1232,Quinoa,2,6.25,Fort Worth,TX
A2382,2/17/2025,C942,Protein Bar,4,2.5,Dallas,TX
A2383,1/21/2025,C905,Chana Dal,10,4.4,Arlington,TX
A2384,1/1/2025,C1456,Green Tea,8,4,Frisco,TX
A2385,3/3/2025,C320,Soya Chunks,4,2.9,Arlington,TX
A2386,1/11/2025,C1064,Broccoli,4,1.8,Frisco,TX
A2387,3/21/2025,C012,Soya Chunks,6,2.9,Plano,TX
A2388,2/28/2025,C933,Oats,2,3,Corpus Christi,TX
A2389,2/5/2025,C916,Cashews,8,7,San Antonio,TX
A2390,1/2/2025,C1095,Almonds,6,5.75,El Paso,TX
A2391,2/7/2025,C1384,Green Tea,1,4,Houston,TX
A2392,2/6/2025,C1416,Chana Dal,10,4.4,Frisco,TX
A2393,3/9/2025,C1361,Quinoa,6,6.25,Dallas,TX
A2394,2/26/2025,C448,Cashews,10,7,Corpus Christi,TX
A2395,2/8/2025,C528,Chia Seeds,6,8.5,Frisco,TX
A2396,3/22/2025,C1457,Oats,6,3,El Paso,TX
A2397,1/13/2025,C1186,Almonds,10,5.75,Corpus Christi,TX
A2398,1/17/2025,C1312,Chia Seeds,4,8.5,Corpus Christi,TX
A2399,2/11/2025,C328,Quinoa,1,6.25,Houston,TX
A2400,3/22/2025,C1247,Broccoli,1,1.8,Corpus Christi,TX
A2401,2/11/2025,C268,Soya Chunks,3,2.9,Austin,TX
A2402,3/19/2025,C1302,Chana Dal,3,4.4,Dallas,TX
A2403,3/29/2025,C296,Chana Dal,6,4.4,Arlington,TX
A2404,2/17/2025,C938,Soya Chunks,6,2.9,Austin,TX
A2405,3/14/2025,C751,Green Tea,9,4,Arlington,TX
A2406,2/4/2025,C1382,Green Tea,2,4,Austin,TX
A2407,2/16/2025,C159,Chia Seeds,1,8.5,Houston,TX
A2408,3/7/2025,C1243,Protein Bar,7,2.5,Dallas,TX
A2409,3/18/2025,C887,Quinoa,6,6.25,Corpus Christi,TX
A2410,2/7/2025,C991,Green Tea,6,4,Arlington,TX
A2411,3/12/2025,C557,Soya Chunks,2,2.9,Frisco,TX
A2412,1/23/2025,C535,Soya Chunks,7,2.9,Plano,TX
A2413,1/31/2025,C1380,Oats,3,3,San Antonio,TX
A2414,2/3/2025,C365,Quinoa,9,6.25,Fort Worth,TX
A2415,3/1/2025,C1342,Chia Seeds,5,8.5,Arlington,TX
A2416,2/14/2025,C030,Green Tea,10,4,Houston,TX
A2417,3/26/2025,C254,Cashews,8,7,El Paso,TX
A2418,3/24/2025,C476,Quinoa,6,6.25,Dallas,TX
A2419,1/12/2025,C205,Oats,2,3,Corpus Christi,TX
A2420,2/28/2025,C1282,Chana Dal,3,4.4,Plano,TX
A2421,3/1/2025,C245,Broccoli,4,1.8,Austin,TX
A2422,1/24/2025,C1459,Oats,1,3,San Antonio,TX
A2423,3/1/2025,C022,Broccoli,2,1.8,El Paso,TX
A2424,2/27/2025,C062,Chia Seeds,8,8.5,Fort Worth,TX
A2425,3/6/2025,C1455,Oats,7,3,Dallas,TX
A2426,3/27/2025,C303,Almonds,9,5.75,Austin,TX
A2427,2/28/2025,C877,Chana Dal,6,4.4,San Antonio,TX
A2428,2/3/2025,C639,Chana Dal,1,4.4,El Paso,TX
A2429,1/11/2025,C304,Quinoa,7,6.25,Plano,TX
A2430,3/31/2025,C1108,Green Tea,1,4,Frisco,TX
A2431,2/15/2025,C495,Cashews,7,7,Corpus Christi,TX
A2432,2/11/2025,C322,Chia Seeds,2,8.5,Dallas,TX
A2433,3/15/2025,C1219,Chia Seeds,10,8.5,Houston,TX
A2434,1/11/2025,C835,Quinoa,8,6.25,Houston,TX
A2435,3/21/2025,C1226,Chana Dal,6,4.4,Corpus Christi,TX
A2436,2/10/2025,C329,Broccoli,6,1.8,Houston,TX
A2437,1/2/2025,C323,Protein Bar,5,2.5,Plano,TX
A2438,1/23/2025,C007,Chana Dal,10,4.4,San Antonio,TX
A2439,1/10/2025,C382,Cashews,4,7,Houston,TX
A2440,3/27/2025,C864,Oats,10,3,Houston,TX
A2441,1/9/2025,C641,Soya Chunks,2,2.9,San Antonio,TX
A2442,1/28/2025,C432,Chana Dal,9,4.4,Dallas,TX
A2443,1/26/2025,C380,Chia Seeds,7,8.5,Corpus Christi,TX
A2444,1/8/2025,C371,Protein Bar,7,2.5,San Antonio,TX
A2445,1/28/2025,C920,Quinoa,9,6.25,Plano,TX
A2446,2/3/2025,C115,Almonds,9,5.75,Plano,TX
A2447,3/25/2025,C228,Green Tea,3,4,Houston,TX
A2448,3/22/2025,C226,Chana Dal,8,4.4,Dallas,TX
A2449,3/30/2025,C902,Green Tea,6,4,Dallas,TX
A2450,1/24/2025,C808,Almonds,2,5.75,Arlington,TX
A2451,4/1/2025,C167,Protein Bar,10,2.5,Frisco,TX
A2452,1/4/2025,C865,Cashews,6,7,Austin,TX
A2453,3/26/2025,C544,Quinoa,2,6.25,Corpus Christi,TX
A2454,3/11/2025,C914,Broccoli,2,1.8,Arlington,TX
A2455,2/27/2025,C898,Soya Chunks,1,2.9,Houston,TX
A2456,3/3/2025,C190,Green Tea,2,4,San Antonio,TX
A2457,3/6/2025,C720,Oats,3,3,San Antonio,TX
A2458,1/14/2025,C383,Protein Bar,9,2.5,Dallas,TX
A2459,3/5/2025,C1181,Chana Dal,1,4.4,Plano,TX
A2460,3/29/2025,C1156,Quinoa,10,6.25,Austin,TX
A2461,2/11/2025,C071,Oats,9,3,Plano,TX
A2462,1/25/2025,C1021,Green Tea,8,4,Corpus Christi,TX
A2463,1/1/2025,C858,Protein Bar,4,2.5,Houston,TX
A2464,1/29/2025,C491,Soya Chunks,9,2.9,Fort Worth,TX
A2465,1/29/2025,C478,Almonds,4,5.75,Arlington,TX
A2466,1/12/2025,C858,Oats,2,3,Austin,TX
A2467,2/23/2025,C1285,Oats,10,3,Plano,TX
A2468,3/25/2025,C507,Broccoli,4,1.8,Arlington,TX
A2469,1/15/2025,C404,Almonds,1,5.75,San Antonio,TX
A2470,1/4/2025,C439,Green Tea,3,4,Austin,TX
A2471,3/22/2025,C224,Quinoa,5,6.25,Fort Worth,TX
A2472,3/6/2025,C635,Chana Dal,10,4.4,El Paso,TX
A2473,3/4/2025,C760,Quinoa,4,6.25,Dallas,TX
A2474,3/26/2025,C996,Soya Chunks,10,2.9,San Antonio,TX
A2475,2/15/2025,C1135,Quinoa,9,6.25,Arlington,TX
A2476,1/15/2025,C690,Chana Dal,7,4.4,Plano,TX
A2477,2/12/2025,C695,Soya Chunks,10,2.9,Corpus Christi,TX
A2478,1/22/2025,C223,Broccoli,6,1.8,El Paso,TX
A2479,2/11/2025,C1419,Green Tea,3,4,Houston,TX
A2480,2/16/2025,C1331,Oats,7,3,San Antonio,TX
A2481,2/6/2025,C1161,Oats,7,3,San Antonio,TX
A2482,1/23/2025,C1161,Almonds,6,5.75,Austin,TX
A2483,1/3/2025,C286,Protein Bar,5,2.5,San Antonio,TX
A2484,2/26/2025,C1301,Broccoli,10,1.8,Arlington,TX
A2485,2/16/2025,C1153,Quinoa,4,6.25,Dallas,TX
A2486,2/16/2025,C1186,Broccoli,4,1.8,Fort Worth,TX
A2487,1/31/2025,C294,Chana Dal,2,4.4,Plano,TX
A2488,3/11/2025,C661,Almonds,1,5.75,Corpus Christi,TX
A2489,2/5/2025,C126,Almonds,7,5.75,Austin,TX
A2490,3/2/2025,C912,Broccoli,9,1.8,Arlington,TX
A2491,1/15/2025,C1302,Green Tea,10,4,Plano,TX
A2492,3/23/2025,C172,Cashews,4,7,Dallas,TX
A2493,3/5/2025,C345,Soya Chunks,3,2.9,Houston,TX
A2494,1/25/2025,C967,Almonds,1,5.75,San Antonio,TX
A2495,4/1/2025,C890,Quinoa,7,6.25,Frisco,TX
A2496,3/28/2025,C055,Green Tea,5,4,Arlington,TX
A2497,2/8/2025,C211,Cashews,1,7,San Antonio,TX
A2498,3/15/2025,C1391,Chana Dal,7,4.4,Corpus Christi,TX
A2499,1/11/2025,C239,Green Tea,3,4,Fort Worth,TX
A2500,2/27/2025,C340,Chana Dal,1,4.4,El Paso,TX
A2501,3/15/2025,C1120,Quinoa,1,6.25,San Antonio,TX
A2502,1/7/2025,C757,Quinoa,8,6.25,Houston,TX
A2503,3/1/2025,C975,Soya Chunks,9,2.9,Corpus Christi,TX
A2504,2/26/2025,C290,Quinoa,1,6.25,Frisco,TX
A2505,3/1/2025,C036,Quinoa,5,6.25,Corpus Christi,TX
A2506,3/24/2025,C051,Broccoli,9,1.8,El Paso,TX
A2507,3/17/2025,C433,Chia Seeds,4,8.5,Austin,TX
A2508,2/3/2025,C077,Soya Chunks,6,2.9,Frisco,TX
A2509,3/13/2025,C572,Almonds,3,5.75,Corpus Christi,TX
A2510,1/5/2025,C1411,Chana Dal,7,4.4,Austin,TX
A2511,3/14/2025,C1477,Oats,8,3,El Paso,TX
A2512,3/13/2025,C986,Soya Chunks,3,2.9,Corpus Christi,TX
A2513,3/29/2025,C147,Protein Bar,7,2.5,San Antonio,TX
A2514,2/7/2025,C770,Oats,1,3,Arlington,TX
A2515,1/5/2025,C797,Oats,9,3,Dallas,TX
A2516,1/14/2025,C703,Quinoa,3,6.25,Frisco,TX
A2517,2/3/2025,C1385,Almonds,6,5.75,Austin,TX
A2518,2/2/2025,C1172,Broccoli,1,1.8,San Antonio,TX
A2519,2/27/2025,C729,Almonds,8,5.75,Austin,TX
A2520,1/27/2025,C638,Soya Chunks,7,2.9,Arlington,TX
A2521,3/24/2025,C849,Broccoli,9,1.8,Frisco,TX
